date,time_control,color,opponent,opponent_rating,my_rating,result,opening,moves_count,termination
1767820080,blitz,white,player879,1325,1396,win,Scotch Game,38,mate
1767820920,rapid,white,player8149,1269,1313,loss,Scotch Game,38,resign
1767821460,blitz,white,player6020,1285,1395,draw,Queen's Gambit,37,draw
1767822240,blitz,black,player2071,1376,1401,win,Caro-Kann Defense,19,resign
1768169040,bullet,black,player2194,1176,1161,loss,French Defense,44,mate
1768169520,bullet,black,player8355,1201,1154,loss,French Defense,54,resign
1768170480,blitz,black,player3216,1329,1411,win,Pirc Defense,37,outoftime
1768171320,blitz,white,player4548,1482,1402,loss,Ruy Lopez,23,resign
1768171740,blitz,white,player8702,1463,1411,win,London System,36,resign
1768399320,rapid,black,player2003,1409,1307,loss,Caro-Kann Defense,65,mate
1768770960,rapid,black,player4682,1264,1302,loss,Scandinavian Defense,54,mate
1768771680,rapid,white,player3714,1364,1311,win,Vienna Game,71,outoftime
1768772220,blitz,black,player1635,1349,1403,loss,Caro-Kann Defense,22,outoftime
1768773240,bullet,white,player3011,1235,1162,win,English Opening,38,mate
1768774260,blitz,white,player1742,1290,1411,win,Queen's Gambit,36,outoftime
1768775220,rapid,white,player816,1193,1316,win,Vienna Game,30,resign
1768775580,blitz,white,player1842,1520,1406,loss,Scotch Game,13,mate
1768776600,rapid,white,player7946,1390,1308,loss,Ruy Lopez,31,resign
1768836840,blitz,white,player493,1363,1415,win,Queen's Gambit,40,outoftime
1768837380,rapid,white,player3778,1420,1303,loss,Vienna Game,51,outoftime
1768837680,bullet,black,player810,1186,1169,win,French Defense,31,outoftime
1768838400,blitz,white,player1802,1512,1408,loss,Vienna Game,32,resign
1769378940,rapid,white,player7103,1271,1311,win,King's Gambit,48,mate
1769458920,blitz,black,player4128,1400,1402,loss,King's Indian Defense,35,outoftime
1769459520,blitz,black,player7011,1410,1396,loss,Scandinavian Defense,14,resign
1769727660,blitz,black,player2383,1318,1403,win,Caro-Kann Defense,33,outoftime
1770130020,blitz,white,player1836,1297,1404,draw,Vienna Game,35,draw
1770131040,rapid,white,player6923,1273,1318,win,Italian Game,33,resign
1770417000,blitz,black,player626,1459,1398,loss,King's Indian Defense,31,mate
1770417360,blitz,black,player3824,1517,1391,loss,Pirc Defense,32,resign
1770417960,bullet,black,player1017,1146,1163,loss,Sicilian Defense,39,resign
1770418860,bullet,white,player6186,1123,1155,loss,English Opening,46,mate
1770459780,rapid,black,player5164,1262,1324,win,Sicilian Defense,41,resign
1770460860,blitz,black,player5156,1418,1400,win,Sicilian Defense,46,resign
1770916080,rapid,white,player488,1431,1319,loss,King's Gambit,26,resign
1770916860,bullet,white,player3894,1063,1150,loss,Scotch Game,30,mate
1770917940,blitz,white,player5693,1423,1402,draw,Ruy Lopez,30,draw
1771009020,rapid,black,player1695,1346,1313,loss,Caro-Kann Defense,40,outoftime
1771009980,blitz,black,player2880,1498,1397,loss,Scandinavian Defense,45,resign
1771010460,rapid,black,player4294,1225,1306,loss,Sicilian Defense,34,resign
1771011420,bullet,white,player2213,1157,1157,win,Queen's Gambit,22,outoftime
1771012200,bullet,black,player799,1148,1157,draw,Sicilian Defense,44,draw
1771012980,bullet,white,player2692,1254,1151,loss,London System,13,resign
1771064940,blitz,black,player5485,1310,1389,loss,Sicilian Defense,26,mate
1771065240,blitz,black,player7799,1465,1382,loss,Caro-Kann Defense,43,resign
1771066020,blitz,black,player3596,1482,1383,draw,Sicilian Defense,45,draw
1771187220,blitz,white,player6976,1269,1389,win,Queen's Gambit,17,resign
1771280820,blitz,black,player2732,1349,1381,loss,Caro-Kann Defense,34,resign
1771357920,blitz,white,player5285,1439,1375,loss,Queen's Gambit,67,outoftime
1771359000,blitz,black,player7481,1437,1377,draw,Sicilian Defense,40,draw
1771360020,bullet,black,player2821,1058,1157,win,Pirc Defense,30,resign
1771360440,bullet,white,player8277,1141,1164,win,King's Gambit,32,outoftime
1771361280,bullet,black,player1957,1130,1156,loss,King's Indian Defense,51,resign
1771361820,blitz,white,player1725,1326,1369,loss,Vienna Game,31,resign
1771529160,blitz,white,player7548,1398,1362,loss,English Opening,31,mate
1771530180,blitz,white,player6584,1460,1354,loss,King's Gambit,35,resign
1771530420,bullet,white,player6894,1254,1149,loss,Scotch Game,37,resign
1771531500,blitz,white,player5590,1425,1363,win,Italian Game,36,resign
1771767660,blitz,white,player2695,1472,1357,loss,Vienna Game,32,resign
1771768620,blitz,white,player5382,1443,1350,loss,Vienna Game,40,mate
1771769040,blitz,white,player1390,1375,1345,loss,Vienna Game,35,resign
1771769940,blitz,black,player3275,1429,1351,win,Pirc Defense,36,mate
1771770660,rapid,black,player9592,1347,1311,win,Dutch Defense,42,resign
1771771740,rapid,white,player3507,1252,1307,loss,Ruy Lopez,32,outoftime
1771772340,blitz,white,player5237,1342,1347,loss,Vienna Game,27,resign
1771772700,blitz,white,player5781,1378,1343,loss,Ruy Lopez,26,resign
1772032020,blitz,white,player3654,1355,1337,loss,Italian Game,45,mate
1772032320,rapid,white,player4922,1303,1312,win,Scotch Game,39,resign
1772032980,rapid,black,player4705,1295,1306,loss,King's Indian Defense,44,resign
1772033940,rapid,black,player9870,1248,1298,loss,Caro-Kann Defense,36,resign
1772105040,blitz,black,player8478,1391,1330,loss,French Defense,37,mate
1772105820,rapid,black,player4119,1192,1305,win,King's Indian Defense,52,mate
1772106120,blitz,black,player5488,1398,1335,win,French Defense,42,mate
1772391960,rapid,white,player913,1384,1306,draw,Vienna Game,55,draw
1772392920,blitz,white,player3973,1243,1341,win,Scotch Game,27,resign
1772393760,rapid,white,player8742,1213,1299,loss,English Opening,32,resign
1772394000,blitz,white,player5765,1245,1333,loss,Queen's Gambit,23,resign
1772580660,rapid,white,player1822,1352,1306,win,King's Gambit,48,mate
1772581200,bullet,black,player180,1041,1156,win,Caro-Kann Defense,63,resign
1772581680,bullet,white,player6318,1099,1163,win,Queen's Gambit,26,resign
1772887020,bullet,black,player8129,1213,1173,win,Pirc Defense,50,resign
1772887920,blitz,white,player3473,1297,1326,loss,Scotch Game,36,outoftime
1772888820,blitz,black,player3178,1200,1327,draw,Sicilian Defense,25,draw
1773318720,blitz,white,player6656,1314,1335,win,London System,38,resign
1773319140,blitz,black,player1855,1299,1326,loss,Caro-Kann Defense,37,mate
1773320220,blitz,black,player1477,1375,1320,loss,Sicilian Defense,27,outoftime
1773426720,blitz,black,player4916,1221,1328,win,French Defense,41,resign
1773427200,blitz,black,player970,1233,1322,loss,Scandinavian Defense,46,mate
1773479160,blitz,black,player3435,1224,1329,win,King's Indian Defense,31,mate
1773479940,blitz,white,player4009,1327,1320,loss,Queen's Gambit,47,resign
1773583020,blitz,white,player259,1283,1327,win,English Opening,8,mate
1773684120,rapid,black,player1738,1312,1305,draw,Dutch Defense,17,draw
1773684600,rapid,black,player6068,1373,1315,win,King's Indian Defense,12,resign
1773685080,rapid,black,player3708,1363,1311,loss,Sicilian Defense,44,resign
1773685920,bullet,black,player1562,1100,1174,draw,King's Indian Defense,50,draw
1773686760,blitz,black,player2966,1352,1319,loss,Pirc Defense,70,outoftime
1773687240,bullet,black,player8620,1201,1181,win,French Defense,30,mate
1773791400,blitz,white,player4847,1436,1311,loss,Italian Game,12,resign
1773792180,rapid,white,player4736,1264,1319,win,Scotch Game,41,mate
1773792840,blitz,black,player8324,1410,1319,win,French Defense,31,outoftime
1774292280,blitz,white,player1707,1437,1320,draw,Italian Game,62,draw
1774293060,blitz,black,player2323,1295,1314,loss,Pirc Defense,18,mate
1774293660,rapid,black,player6259,1262,1320,draw,French Defense,43,draw
1774293960,blitz,black,player6989,1317,1307,loss,Pirc Defense,12,resign
1774294560,blitz,white,player6213,1367,1314,win,Vienna Game,50,resign
1774438920,blitz,black,player4860,1201,1319,win,Dutch Defense,50,mate
1774439700,blitz,black,player3459,1216,1310,loss,Dutch Defense,20,mate
1774440360,blitz,white,player3388,1274,1305,loss,Scotch Game,36,resign
1774440660,blitz,white,player7371,1210,1310,win,Queen's Gambit,13,outoftime
1774441140,blitz,white,player2118,1418,1301,loss,London System,58,outoftime
1774441740,blitz,white,player9056,1379,1296,loss,Ruy Lopez,42,resign
1774869960,rapid,white,player7382,1311,1329,win,Italian Game,53,resign
1774870200,bullet,black,player8302,1285,1175,loss,Caro-Kann Defense,48,mate
1774870740,bullet,black,player7628,1086,1168,loss,Scandinavian Defense,24,resign
1774871640,bullet,white,player8025,1253,1161,loss,Scotch Game,26,outoftime
1774982520,blitz,white,player583,1327,1305,win,King's Gambit,49,mate
1774983540,rapid,white,player3976,1242,1337,win,Queen's Gambit,60,mate
1774984440,bullet,black,player6232,1183,1166,win,Sicilian Defense,55,mate
1774985220,rapid,white,player9217,1239,1330,loss,Ruy Lopez,41,resign
1774985880,rapid,white,player9637,1259,1339,win,London System,48,mate
1775254980,rapid,white,player9444,1383,1330,loss,King's Gambit,45,outoftime
1775255520,rapid,white,player8574,1318,1325,loss,Queen's Gambit,23,mate
1775256000,blitz,black,player4218,1324,1301,loss,Caro-Kann Defense,27,outoftime
1775257020,bullet,black,player6640,1195,1175,win,Sicilian Defense,46,resign
1775257800,blitz,white,player3385,1429,1297,loss,English Opening,25,resign
1775321280,rapid,white,player679,1223,1316,loss,London System,58,resign
1775321820,bullet,black,player783,1219,1166,loss,Scandinavian Defense,51,mate
1775322240,rapid,black,player3314,1390,1311,loss,King's Indian Defense,47,mate
1775322960,rapid,black,player2151,1385,1320,win,Pirc Defense,24,resign
1775323320,blitz,white,player264,1222,1303,win,King's Gambit,44,mate
1775424840,rapid,white,player5246,1225,1326,win,London System,26,resign
1775425260,bullet,white,player3472,1214,1172,win,Vienna Game,54,outoftime
1775425920,rapid,black,player4101,1311,1319,loss,Dutch Defense,27,resign
1775426820,blitz,white,player1385,1409,1305,draw,Italian Game,36,draw
1775427240,bullet,white,player687,1201,1179,win,Scotch Game,59,resign
1775662620,blitz,white,player7374,1396,1298,loss,Italian Game,35,resign
1775662860,blitz,black,player5798,1294,1299,draw,Caro-Kann Defense,66,draw
1775663820,bullet,black,player7211,1219,1184,win,Dutch Defense,26,outoftime
1775664840,blitz,white,player7694,1280,1292,loss,Queen's Gambit,18,outoftime
1775665800,blitz,white,player4595,1361,1287,loss,Vienna Game,48,mate
1775891820,blitz,black,player5359,1379,1283,loss,Dutch Defense,51,resign
1775892480,blitz,black,player6794,1171,1275,loss,Sicilian Defense,14,resign
1775892720,rapid,white,player4624,1368,1314,loss,Scotch Game,37,resign
1775893140,rapid,white,player7314,1215,1313,draw,Italian Game,54,draw
1776005100,bullet,black,player3945,1286,1177,loss,Sicilian Defense,34,mate
1776005760,blitz,white,player7087,1229,1277,draw,London System,42,draw
1776006840,blitz,white,player4917,1362,1285,win,King's Gambit,32,resign
1776007080,blitz,white,player8426,1308,1292,win,Italian Game,32,resign
1776200520,rapid,white,player9363,1368,1318,win,Vienna Game,19,outoftime
1776201240,rapid,white,player9524,1322,1309,loss,Italian Game,37,resign
1776381240,blitz,white,player8384,1358,1284,loss,London System,49,resign
1776381900,rapid,black,player4113,1245,1308,draw,Dutch Defense,44,draw
1776382860,bullet,white,player2531,1140,1183,win,Scotch Game,20,resign
1776383820,blitz,white,player7798,1191,1291,win,English Opening,28,resign
1776384720,blitz,white,player6458,1332,1297,win,Vienna Game,48,outoftime
1776617520,bullet,white,player7238,1239,1175,loss,Italian Game,30,resign
1776618000,rapid,white,player9824,1392,1300,loss,Ruy Lopez,20,outoftime
1776618660,blitz,black,player891,1362,1293,loss,Caro-Kann Defense,26,resign
1777061340,blitz,white,player5790,1245,1295,draw,Vienna Game,36,draw
1777061820,blitz,white,player4665,1409,1286,loss,Ruy Lopez,44,outoftime
1777062180,blitz,white,player8101,1401,1295,win,Italian Game,39,mate
1777141680,blitz,black,player4409,1217,1290,loss,French Defense,35,resign
1777141980,bullet,black,player1318,1090,1170,loss,Pirc Defense,30,mate
1777142460,blitz,white,player5302,1419,1295,win,King's Gambit,52,resign
1777142880,rapid,white,player2581,1207,1306,win,Italian Game,29,resign
1777143540,blitz,white,player9237,1322,1290,loss,Queen's Gambit,38,mate
1777144320,blitz,white,player5813,1344,1298,win,Italian Game,17,mate
1777144680,bullet,white,player4940,1180,1178,win,Scotch Game,40,resign
1777144980,blitz,black,player5324,1260,1307,win,King's Indian Defense,31,resign
1777649520,blitz,black,player7066,1386,1314,win,Sicilian Defense,27,outoftime
1777650120,blitz,white,player9479,1380,1319,win,Scotch Game,50,resign
1777949160,blitz,black,player906,1388,1326,win,Sicilian Defense,25,resign
1777949880,blitz,white,player6225,1354,1333,win,Ruy Lopez,33,mate
1777950780,blitz,white,player8044,1230,1325,loss,Italian Game,46,resign
1777951020,blitz,black,player6290,1358,1320,loss,Sicilian Defense,33,resign
1778273160,blitz,white,player5214,1376,1313,loss,Ruy Lopez,31,resign
1778274120,blitz,white,player6269,1303,1320,win,Scotch Game,36,resign
1778274720,rapid,black,player6549,1379,1300,loss,French Defense,43,outoftime
1778275260,rapid,white,player7911,1319,1292,loss,English Opening,19,resign
1778319300,blitz,black,player9383,1213,1329,win,Scandinavian Defense,30,resign
1778320260,blitz,black,player9909,1286,1324,loss,French Defense,36,resign
1778321160,blitz,black,player8528,1284,1318,loss,Scandinavian Defense,38,resign
1778321880,bullet,white,player2090,1235,1184,win,Queen's Gambit,45,mate
1778417460,blitz,white,player4541,1197,1326,win,Vienna Game,50,resign
1778418180,blitz,black,player6182,1253,1335,win,Scandinavian Defense,27,outoftime
1778418840,blitz,black,player260,1441,1329,loss,Pirc Defense,36,outoftime
1778490000,blitz,white,player9839,1240,1337,win,London System,45,resign
1778490720,bullet,black,player9675,1286,1191,win,Pirc Defense,48,outoftime
1778606160,rapid,white,player1776,1214,1299,win,Queen's Gambit,49,resign
1778607000,rapid,black,player7856,1406,1292,loss,Scandinavian Defense,50,resign
1778607420,blitz,white,player104,1441,1332,loss,London System,24,resign
1778607660,blitz,black,player6542,1338,1341,win,King's Indian Defense,64,mate
1778861100,bullet,white,player8129,1248,1185,loss,Ruy Lopez,34,resign
1778861400,rapid,black,player5768,1213,1299,win,Pirc Defense,27,resign
1778862300,blitz,white,player3293,1262,1337,loss,Vienna Game,50,resign
1778862600,bullet,black,player6625,1082,1190,win,Scandinavian Defense,38,resign
1778862840,bullet,black,player7546,1089,1185,loss,French Defense,22,outoftime
1779133500,blitz,white,player1121,1311,1333,loss,Ruy Lopez,38,resign
1779134040,blitz,black,player5285,1371,1328,loss,Dutch Defense,44,resign
1779134820,rapid,black,player1164,1404,1291,loss,Scandinavian Defense,32,resign
1779462720,rapid,black,player2028,1367,1286,loss,Caro-Kann Defense,28,resign
1779463620,blitz,black,player429,1431,1334,win,Sicilian Defense,53,resign
1779464580,blitz,white,player3230,1314,1340,win,London System,37,resign
1779538080,rapid,black,player7302,1225,1293,win,Caro-Kann Defense,15,resign
1779538560,blitz,black,player2893,1305,1331,loss,Scandinavian Defense,63,resign
1779539160,blitz,white,player8353,1372,1325,loss,Vienna Game,44,resign
1779539880,rapid,black,player1989,1371,1299,win,Sicilian Defense,18,mate
1779540540,blitz,black,player5979,1304,1320,loss,French Defense,35,mate
1779728220,blitz,black,player9825,1309,1315,loss,French Defense,24,resign
1779728820,blitz,white,player3938,1298,1307,loss,Scotch Game,31,resign
1779729780,bullet,white,player8491,1261,1194,win,Vienna Game,43,mate
1779998880,rapid,white,player113,1375,1292,loss,Queen's Gambit,48,mate
1779999720,blitz,white,player2625,1201,1313,win,Scotch Game,27,resign
1780000260,blitz,white,player7838,1301,1314,draw,King's Gambit,13,draw
1780001100,blitz,black,player2287,1381,1307,loss,Pirc Defense,27,resign
1780001580,rapid,black,player540,1305,1300,win,Scandinavian Defense,45,outoftime
1780002000,bullet,white,player1365,1162,1199,win,London System,33,resign
1780002420,blitz,black,player6437,1260,1313,win,King's Indian Defense,31,resign
1780003260,rapid,white,player7717,1302,1308,win,Scotch Game,42,outoftime
1780088400,blitz,white,player7062,1315,1321,win,Vienna Game,25,mate
1780088880,rapid,white,player1929,1284,1301,loss,English Opening,46,outoftime
1780089600,rapid,white,player7554,1252,1293,loss,Ruy Lopez,8,resign
1780090200,blitz,black,player6150,1411,1315,loss,Sicilian Defense,37,resign
1780090680,rapid,white,player683,1238,1298,win,Scotch Game,50,resign
1780091460,blitz,white,player8184,1231,1321,win,Vienna Game,27,mate
